business_id,industry_type,annual_revenue,total_expenses,loan_amount,emi_amount,gst_compliance_status,current_ratio,quick_ratio,debt_equity_ratio,dscr,roce,financial_health_score,risk_category,ai_recommendation
SME_354,Agriculture,20949430,8993059,6607912,13917,Delayed,0.42,0.42,2.15,2.84,6.71,45.0,Medium Risk,Optimize working capital and control operational costs
SME_355,Logistics,19303796,19157506,5573694,4757,Delayed,2.89,1.81,0.38,0.17,19.47,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_356,Agriculture,47346098,32960480,17496623,13045,Non-Compliant,1.33,0.48,2.73,0.5,-5.46,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_357,Logistics,41561756,34357754,19315359,8912,Non-Compliant,2.1,1.46,2.75,2.93,22.24,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_358,Agriculture,6702258,33818214,17115129,4733,Non-Compliant,1.19,2.83,0.38,4.69,0.13,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_359,Services,21616451,30137667,12304378,7081,Non-Compliant,2.8,2.87,4.38,4.35,-0.04,92.0,Low Risk,Eligible for growth investment or working capital loan
SME_360,E-commerce,10380860,21488012,17106037,8690,Non-Compliant,3.14,0.87,2.49,4.91,13.62,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_361,Retail,4026737,15152304,10569315,1673,Non-Compliant,1.58,1.95,2.56,2.69,-7.2,44.0,Medium Risk,Optimize working capital and control operational costs
SME_362,Logistics,9290529,16455099,10089851,14318,Non-Compliant,3.06,1.53,2.39,3.96,-8.95,79.0,Low Risk,Eligible for growth investment or working capital loan
SME_363,Logistics,19286176,22358273,3887008,11171,Non-Compliant,1.15,2.65,2.79,4.22,0.44,80.0,Low Risk,Eligible for growth investment or working capital loan
SME_364,Retail,21732430,15352964,10200983,13545,Non-Compliant,2.01,0.96,1.26,3.28,11.52,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_365,Agriculture,33746730,32318507,16616737,11803,Delayed,3.05,0.21,1.36,1.76,26.3,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_366,Logistics,40973321,38032148,12016055,2294,Non-Compliant,1.34,0.66,2.35,2.4,23.86,87.0,Low Risk,Eligible for growth investment or working capital loan
SME_367,Services,20653729,24118663,6725275,3630,Compliant,3.35,1.18,3.65,4.3,9.62,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_368,E-commerce,16323554,22214501,3615652,15093,Delayed,0.69,1.08,0.32,1.56,-8.52,24.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_369,Retail,13290902,44433585,8457411,16530,Non-Compliant,0.36,2.42,2.75,4.63,11.41,94.0,Low Risk,Eligible for growth investment or working capital loan
SME_370,E-commerce,10973867,35863234,17584960,14453,Compliant,3.19,2.11,3.65,1.23,18.19,87.0,Low Risk,Eligible for growth investment or working capital loan
SME_371,Logistics,11364147,7734901,9137344,12174,Non-Compliant,0.52,1.04,0.79,3.77,3.57,74.0,Low Risk,Eligible for growth investment or working capital loan
SME_372,Logistics,6693956,16435897,5720622,3453,Compliant,3.47,1.48,0.17,3.19,-5.56,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_373,Retail,14079173,21346178,16455442,4507,Compliant,3.34,0.47,1.48,3.77,1.14,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_374,Services,35759647,12532693,8634012,10602,Compliant,0.74,2.71,2.69,2.24,20.86,87.0,Low Risk,Eligible for growth investment or working capital loan
SME_375,Manufacturing,22714365,23867137,6933705,5628,Compliant,2.02,2.82,0.71,4.67,4.05,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_376,Retail,15029416,42337622,16794513,8328,Delayed,0.89,2.94,1.97,3.2,22.48,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_377,Manufacturing,7771476,15331115,17565659,15534,Delayed,1.67,2.63,2.53,1.51,2.78,54.0,Medium Risk,Optimize working capital and control operational costs
SME_378,Agriculture,3766402,24405377,13151214,19744,Compliant,0.5,0.69,2.74,3.23,-3.46,29.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_379,Manufacturing,47544083,15729893,6010334,19389,Non-Compliant,1.02,0.33,1.31,1.51,7.43,43.0,Medium Risk,Optimize working capital and control operational costs
SME_380,Services,25399065,38420566,11415002,3552,Compliant,1.46,1.82,1.86,1.54,8.09,61.0,Medium Risk,Optimize working capital and control operational costs
SME_381,Agriculture,21386096,23784179,14512253,16402,Delayed,1.7,2.76,3.52,2.06,-9.36,30.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_382,Manufacturing,39554025,10493205,9615754,2242,Non-Compliant,3.43,0.7,4.24,4.28,-5.32,70.0,Low Risk,Eligible for growth investment or working capital loan
SME_383,Agriculture,14572989,19728547,14557759,14665,Delayed,2.89,0.22,3.89,2.55,-2.6,40.0,Medium Risk,Optimize working capital and control operational costs
SME_384,Manufacturing,13626263,37082180,18110788,5097,Delayed,2.66,2.46,2.58,3.43,-5.46,79.0,Low Risk,Eligible for growth investment or working capital loan
SME_385,Services,4761946,15122892,9004471,8640,Non-Compliant,2.02,0.42,1.91,2.02,3.66,53.0,Medium Risk,Optimize working capital and control operational costs
SME_386,Manufacturing,17367309,43178076,15723723,1948,Compliant,2.99,1.36,1.57,1.39,28.58,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_387,Manufacturing,10444790,11158430,3765056,5618,Compliant,1.39,2.1,0.65,4.78,10.37,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_388,Manufacturing,13300127,21178286,15877150,4236,Compliant,2.57,0.86,0.57,3.06,15.1,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_389,Retail,44446719,20061007,3325315,1920,Compliant,3.48,0.44,3.13,4.68,4.26,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_390,Retail,14838768,14263529,14161520,11169,Non-Compliant,1.31,2.36,1.24,1.1,2.94,53.0,Medium Risk,Optimize working capital and control operational costs
SME_391,Retail,2232465,12969021,14067121,4188,Non-Compliant,2.46,1.96,1.22,0.82,-9.07,38.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_392,Services,29896082,3896605,5217092,12207,Non-Compliant,3.0,2.97,4.49,4.29,10.01,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_393,Agriculture,13609773,40370870,8264605,238,Delayed,3.23,1.16,0.93,3.44,9.34,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_394,Logistics,31904552,26871311,17606007,204,Non-Compliant,2.6,0.37,0.75,1.01,-3.69,43.0,Medium Risk,Optimize working capital and control operational costs
SME_395,Manufacturing,45099847,5711499,3820887,10799,Compliant,1.21,2.26,0.53,1.42,20.57,98.0,Low Risk,Eligible for growth investment or working capital loan
SME_396,Manufacturing,49230049,16813328,2846274,5552,Delayed,1.34,1.66,2.65,4.02,9.71,90.0,Low Risk,Eligible for growth investment or working capital loan
SME_397,Services,36913676,17485839,13228106,4927,Compliant,0.37,0.8,2.86,2.32,3.56,27.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_398,Manufacturing,34377350,37601803,12784172,11164,Compliant,2.73,2.39,1.71,3.39,-4.12,90.0,Low Risk,Eligible for growth investment or working capital loan
SME_399,Retail,19523125,26756226,5988099,4390,Non-Compliant,0.44,0.77,2.46,1.66,12.09,39.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_400,Logistics,29728266,23175439,16159082,19071,Non-Compliant,3.07,0.93,3.57,1.97,20.11,89.0,Low Risk,Eligible for growth investment or working capital loan
SME_401,E-commerce,616739,32725149,376794,15641,Compliant,0.68,0.46,3.7,4.95,1.28,55.0,Medium Risk,Optimize working capital and control operational costs
SME_402,Manufacturing,31751097,1547116,16213225,6160,Compliant,0.85,1.32,4.31,1.31,-1.25,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_403,Retail,43729625,37727195,3033349,15810,Delayed,1.82,1.37,3.73,2.58,10.88,64.0,Medium Risk,Optimize working capital and control operational costs
SME_404,E-commerce,43223356,23655666,14930164,5126,Non-Compliant,2.66,1.64,2.59,4.24,-3.79,86.0,Low Risk,Eligible for growth investment or working capital loan
SME_405,Logistics,16485249,19303669,782877,816,Delayed,0.74,2.19,0.89,1.27,16.66,76.0,Low Risk,Eligible for growth investment or working capital loan
SME_406,E-commerce,29200374,35225732,7068132,13414,Delayed,1.71,2.74,0.54,2.13,14.21,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_407,Retail,49071172,12448339,13784612,192,Delayed,1.85,0.59,0.34,3.11,-6.52,64.0,Medium Risk,Optimize working capital and control operational costs
SME_408,Agriculture,12378474,22415847,11999401,18160,Compliant,0.98,0.35,3.03,2.46,-8.54,8.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_409,Agriculture,43809893,13176695,6299492,3645,Delayed,0.67,0.25,3.65,2.35,14.81,41.0,Medium Risk,Optimize working capital and control operational costs
SME_410,E-commerce,35069361,37796843,5928643,12816,Delayed,2.98,0.6,2.34,1.88,1.77,59.0,Medium Risk,Optimize working capital and control operational costs
SME_411,Services,36474996,40264640,11469585,6314,Compliant,1.91,2.04,0.34,2.97,-6.54,77.0,Low Risk,Eligible for growth investment or working capital loan
SME_412,E-commerce,11471177,23304980,9724700,18172,Non-Compliant,0.35,2.24,2.46,3.16,20.38,91.0,Low Risk,Eligible for growth investment or working capital loan
SME_413,Manufacturing,36707525,30667797,850350,7374,Non-Compliant,2.87,2.4,4.22,3.3,2.56,79.0,Low Risk,Eligible for growth investment or working capital loan
SME_414,Manufacturing,20580673,28970055,13515389,3700,Delayed,3.44,0.88,2.73,0.44,8.38,56.0,Medium Risk,Optimize working capital and control operational costs
SME_415,Agriculture,31866160,23036262,11593836,10655,Compliant,2.24,1.06,3.66,3.19,-0.53,54.0,Medium Risk,Optimize working capital and control operational costs
SME_416,Services,46865848,23211423,8556255,15129,Non-Compliant,1.91,1.55,3.62,4.77,15.09,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_417,Retail,7444121,12054304,19110895,9359,Delayed,3.11,0.38,4.2,2.75,2.06,54.0,Medium Risk,Optimize working capital and control operational costs
SME_418,Manufacturing,6738795,29770827,435477,3893,Delayed,3.35,1.91,3.49,3.6,28.72,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_419,Agriculture,14657398,3741861,10072131,6811,Compliant,2.71,2.95,3.39,2.83,18.12,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_420,Logistics,47726729,13516915,15232068,9288,Delayed,1.73,1.21,1.13,4.29,-4.53,82.0,Low Risk,Eligible for growth investment or working capital loan
SME_421,Agriculture,40845400,24536417,5651944,19063,Non-Compliant,2.2,2.31,0.36,4.65,6.67,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_422,Manufacturing,4251198,3015804,4327308,504,Compliant,2.54,1.6,2.38,1.0,5.42,56.0,Medium Risk,Optimize working capital and control operational costs
SME_423,Manufacturing,16232903,21489933,11348641,9813,Non-Compliant,0.92,0.56,0.65,2.24,11.37,69.0,Medium Risk,Optimize working capital and control operational costs
SME_424,Agriculture,3638145,35936675,18358636,14671,Non-Compliant,1.73,1.83,4.33,2.02,23.68,79.0,Low Risk,Eligible for growth investment or working capital loan
SME_425,Retail,29563435,27257952,17563477,10738,Non-Compliant,2.96,1.04,1.38,2.09,13.34,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_426,E-commerce,35280908,37368086,11217238,11186,Delayed,2.4,0.3,3.85,0.72,-7.54,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_427,Manufacturing,38238488,3670209,12633010,6773,Delayed,1.62,1.98,1.81,4.09,16.22,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_428,Agriculture,43015252,25781224,19856258,3816,Non-Compliant,2.42,2.61,1.52,0.28,-9.67,32.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_429,Agriculture,15516390,41278420,6538655,717,Non-Compliant,0.68,1.17,4.21,2.69,21.2,63.0,Medium Risk,Optimize working capital and control operational costs
SME_430,Services,46861481,11445633,12713456,11676,Compliant,1.58,1.29,1.7,3.34,16.67,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_431,E-commerce,35555276,20501880,19854315,4434,Compliant,2.84,2.69,1.82,1.12,2.35,73.0,Low Risk,Eligible for growth investment or working capital loan
SME_432,Logistics,43372208,30152264,2844180,17042,Delayed,1.01,2.48,0.57,4.54,1.7,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_433,Retail,35454715,42165312,11010186,5057,Delayed,0.9,2.2,3.05,4.21,21.93,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_434,Logistics,23204829,37548490,12976486,4994,Compliant,3.34,0.9,1.37,2.41,21.33,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_435,E-commerce,14642073,27701043,15148530,4234,Non-Compliant,0.97,2.75,2.68,2.11,4.09,55.0,Medium Risk,Optimize working capital and control operational costs
SME_436,E-commerce,1191757,42072086,5066112,3764,Delayed,1.13,0.63,2.7,1.26,1.96,19.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_437,E-commerce,890719,21389593,10061403,11181,Non-Compliant,3.4,1.95,3.26,3.68,12.39,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_438,Logistics,43970977,29796163,8950668,4637,Compliant,2.65,0.28,3.38,0.75,-9.67,1.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_439,E-commerce,43592987,633782,5301358,2104,Delayed,2.54,2.0,2.36,3.43,-6.69,73.0,Low Risk,Eligible for growth investment or working capital loan
SME_440,Agriculture,24131669,24083333,18283361,9447,Delayed,3.03,0.98,1.56,4.23,-4.95,93.0,Low Risk,Eligible for growth investment or working capital loan
SME_441,Logistics,16213642,21986325,19425418,10674,Compliant,0.67,1.46,3.78,1.22,-2.58,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_442,E-commerce,20573266,33827797,17970147,18991,Delayed,2.56,1.17,1.46,4.35,10.48,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_443,Agriculture,40881731,17903547,14350770,8385,Compliant,1.91,0.68,2.33,0.26,29.69,75.0,Low Risk,Eligible for growth investment or working capital loan
SME_444,Services,23525010,33363684,4889084,11999,Delayed,2.95,1.94,1.87,4.57,16.1,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_445,E-commerce,47633465,2194291,7133456,3719,Compliant,1.93,2.67,3.86,0.68,-7.55,12.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_446,Logistics,25194812,23530601,871522,2581,Delayed,2.28,2.89,2.0,3.26,11.02,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_447,Manufacturing,38957098,5352075,15523665,18949,Non-Compliant,1.83,0.74,1.8,1.33,9.87,57.0,Medium Risk,Optimize working capital and control operational costs
SME_448,E-commerce,32470599,37853038,14855831,2763,Non-Compliant,1.83,2.21,3.14,4.2,-4.23,73.0,Low Risk,Eligible for growth investment or working capital loan
SME_449,Manufacturing,40287171,28548272,14916345,5991,Non-Compliant,2.76,2.06,2.75,2.61,26.81,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_450,Agriculture,1770896,30427817,2181906,10531,Delayed,2.31,1.16,0.57,0.76,7.63,67.0,Medium Risk,Optimize working capital and control operational costs
SME_451,Services,12452314,36832549,18277350,19790,Delayed,2.33,0.25,2.34,2.9,29.78,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_452,Retail,1559622,21658833,19382100,11064,Non-Compliant,1.74,2.13,3.34,2.1,6.8,59.0,Medium Risk,Optimize working capital and control operational costs
SME_453,Services,4922375,13070380,1705243,11312,Non-Compliant,2.0,2.85,4.47,3.34,14.32,93.0,Low Risk,Eligible for growth investment or working capital loan
SME_454,E-commerce,17270274,24551842,4274692,4780,Compliant,2.69,1.97,2.87,4.42,-5.81,86.0,Low Risk,Eligible for growth investment or working capital loan
SME_455,Manufacturing,31854977,10831645,17016995,4177,Compliant,2.94,1.42,1.73,2.11,8.17,89.0,Low Risk,Eligible for growth investment or working capital loan
SME_456,Manufacturing,26374486,13174615,2975605,15169,Compliant,2.53,1.67,1.1,1.52,-0.45,66.0,Medium Risk,Optimize working capital and control operational costs
SME_457,Logistics,32373646,5687913,5099154,6476,Non-Compliant,3.26,0.76,3.94,0.17,23.42,66.0,Medium Risk,Optimize working capital and control operational costs
SME_458,Manufacturing,4631479,37687581,13277247,18988,Non-Compliant,2.93,2.3,3.68,2.92,21.36,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_459,Logistics,43455157,11876429,13763700,2382,Non-Compliant,2.1,2.29,1.13,2.07,22.97,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_460,Agriculture,18909209,39271173,14573834,16915,Compliant,2.45,0.61,0.98,1.94,18.94,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_461,Retail,37405710,3204802,8152885,12508,Delayed,3.26,2.66,3.25,1.0,23.31,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_462,E-commerce,25255666,38111695,9176748,634,Non-Compliant,2.28,0.95,1.49,2.21,-1.97,58.0,Medium Risk,Optimize working capital and control operational costs
SME_463,Logistics,6203394,38442630,11947147,11996,Delayed,2.94,2.95,1.45,4.92,8.08,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_464,Retail,20045578,33918515,15773429,14162,Delayed,2.5,1.27,0.77,1.56,17.67,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_465,Manufacturing,11915376,27179149,6216074,16386,Delayed,2.07,0.7,1.26,3.04,15.5,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_466,Manufacturing,9568026,12401352,10511846,14005,Compliant,1.07,1.18,1.98,3.9,18.65,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_467,Retail,13783692,43469838,13114884,8397,Delayed,1.66,1.43,3.32,3.77,-1.03,60.0,Medium Risk,Optimize working capital and control operational costs
SME_468,Manufacturing,26780417,31619362,4588727,12327,Non-Compliant,3.4,0.39,1.58,1.71,-6.06,53.0,Medium Risk,Optimize working capital and control operational costs
SME_469,Agriculture,23208377,7484609,10007571,14394,Compliant,2.4,1.82,1.55,3.09,26.67,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_470,Agriculture,24067809,32402177,8978989,2890,Non-Compliant,2.11,1.87,1.35,4.37,12.41,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_471,Retail,3221864,21292578,13792249,10858,Non-Compliant,3.29,2.27,2.2,0.18,-3.85,45.0,Medium Risk,Optimize working capital and control operational costs
SME_472,Logistics,33958471,10491985,3683909,8026,Compliant,2.18,0.28,0.89,2.24,21.74,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_473,Logistics,41039152,18429773,1539600,3306,Non-Compliant,1.98,1.72,2.24,1.2,26.6,96.0,Low Risk,Eligible for growth investment or working capital loan
SME_474,Retail,28604320,29864339,16319346,897,Non-Compliant,2.73,0.35,3.2,2.0,-3.22,36.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_475,Logistics,48244216,1890687,7465106,9277,Compliant,2.58,2.16,0.23,2.14,22.7,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_476,Logistics,8233308,43266200,19004719,9471,Non-Compliant,0.92,0.36,0.14,3.76,27.33,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_477,Agriculture,4375754,32718232,19847987,14896,Delayed,1.81,2.75,0.43,0.56,27.53,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_478,Logistics,19982215,11736501,17920863,15240,Non-Compliant,1.81,2.17,2.46,2.61,26.57,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_479,Services,28660024,5672864,12000254,14683,Delayed,1.51,1.62,3.86,2.86,11.86,67.0,Medium Risk,Optimize working capital and control operational costs
SME_480,E-commerce,28856738,4188963,1416953,670,Non-Compliant,1.96,1.44,0.12,2.52,4.25,89.0,Low Risk,Eligible for growth investment or working capital loan
SME_481,Manufacturing,11412996,11940237,19471461,17889,Compliant,1.62,0.57,4.22,3.69,-9.71,24.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_482,Services,10547595,33199055,421280,11767,Compliant,0.94,1.01,0.57,1.98,-7.56,33.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_483,Logistics,31408587,5585773,909245,13006,Non-Compliant,1.62,2.63,3.8,4.73,7.15,98.0,Low Risk,Eligible for growth investment or working capital loan
SME_484,Agriculture,28503805,13128700,17118423,15768,Compliant,0.53,2.73,2.22,2.46,5.97,62.0,Medium Risk,Optimize working capital and control operational costs
SME_485,Retail,23064965,22009907,15993238,16633,Non-Compliant,2.14,0.2,3.0,2.9,-2.61,42.0,Medium Risk,Optimize working capital and control operational costs
SME_486,Logistics,40631083,11421186,16011662,1892,Compliant,3.03,1.86,2.35,4.15,5.82,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_487,Agriculture,7367218,34923048,18007962,3439,Delayed,2.62,2.21,2.2,1.45,-3.01,55.0,Medium Risk,Optimize working capital and control operational costs
SME_488,E-commerce,9504644,25091736,14873290,2854,Non-Compliant,1.45,1.93,3.77,0.47,23.95,58.0,Medium Risk,Optimize working capital and control operational costs
SME_489,Logistics,45834458,43593996,592632,11577,Delayed,0.58,0.43,3.43,3.57,1.93,36.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_490,Retail,48017690,35444468,12425714,11763,Delayed,0.95,0.81,2.23,2.47,13.94,65.0,Medium Risk,Optimize working capital and control operational costs
SME_491,Agriculture,39042128,24762375,16439220,11618,Non-Compliant,2.05,0.9,0.59,4.49,10.11,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_492,Agriculture,38139184,41133588,17939405,8235,Delayed,0.96,2.53,0.61,4.92,-7.92,92.0,Low Risk,Eligible for growth investment or working capital loan
SME_493,Agriculture,13643608,44152417,12259034,19996,Non-Compliant,2.04,1.5,3.63,2.06,27.69,96.0,Low Risk,Eligible for growth investment or working capital loan
SME_494,E-commerce,37032022,26631747,5730385,2618,Delayed,1.04,1.56,2.43,2.14,11.09,61.0,Medium Risk,Optimize working capital and control operational costs
SME_495,Logistics,24876816,44063896,2381486,3163,Non-Compliant,3.02,2.82,2.22,2.1,3.0,89.0,Low Risk,Eligible for growth investment or working capital loan
SME_496,E-commerce,37351723,43307203,13814531,2942,Non-Compliant,1.57,1.98,3.09,1.69,-3.67,30.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_497,Manufacturing,46245469,8304428,8168326,1925,Compliant,1.09,2.72,3.88,3.93,3.54,71.0,Low Risk,Eligible for growth investment or working capital loan
SME_498,Manufacturing,22171503,11801147,12550508,2972,Non-Compliant,2.9,1.48,2.87,3.82,-9.18,69.0,Medium Risk,Optimize working capital and control operational costs
SME_499,Logistics,36545138,2722523,16902654,11705,Non-Compliant,1.4,0.62,3.46,2.45,4.54,38.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_500,E-commerce,42101684,26779085,10305651,10640,Delayed,0.66,2.8,3.47,0.32,11.26,31.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_501,Retail,39308656,5146771,13605804,10966,Non-Compliant,2.13,1.48,1.67,1.62,24.87,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_502,Agriculture,11380726,9040145,7085904,17374,Compliant,2.16,0.71,1.31,1.53,17.49,84.0,Low Risk,Eligible for growth investment or working capital loan
SME_503,Agriculture,23492356,33465406,13824880,11138,Delayed,2.59,1.05,3.63,4.07,-5.54,63.0,Medium Risk,Optimize working capital and control operational costs
SME_504,Logistics,21015189,1264645,6699744,18196,Delayed,1.07,0.34,1.76,0.53,-4.09,2.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_505,Manufacturing,23888869,1828127,10587999,15935,Compliant,1.72,1.51,4.07,4.05,7.12,75.0,Low Risk,Eligible for growth investment or working capital loan
SME_506,Manufacturing,22189432,9259690,2801445,13145,Delayed,1.2,2.59,0.41,3.38,-2.17,86.0,Low Risk,Eligible for growth investment or working capital loan
SME_507,Agriculture,26441259,44264317,12913082,489,Delayed,0.56,2.81,0.36,3.69,-8.89,70.0,Low Risk,Eligible for growth investment or working capital loan
SME_508,Logistics,11063214,38209281,11252748,11748,Delayed,3.11,2.81,4.18,2.22,22.2,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_509,E-commerce,24874842,41529019,11953070,19275,Delayed,2.63,0.55,2.95,3.43,-9.22,48.0,Medium Risk,Optimize working capital and control operational costs
SME_510,Manufacturing,14643385,23692566,6839789,3516,Compliant,1.26,1.27,1.77,3.08,23.23,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_511,E-commerce,20775688,8736900,8570556,19724,Compliant,2.22,0.28,3.42,3.87,-4.24,51.0,Medium Risk,Optimize working capital and control operational costs
SME_512,Manufacturing,28672140,18792993,19360030,6410,Delayed,0.94,2.59,3.06,2.29,28.99,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_513,Manufacturing,35619150,29070729,14994127,53,Delayed,3.15,1.2,2.44,2.42,14.15,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_514,Services,11023401,37467096,1206751,18959,Compliant,0.67,1.97,0.54,3.25,19.4,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_515,Manufacturing,44045615,1373181,953692,16999,Compliant,0.31,2.2,3.67,0.63,-5.58,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_516,Retail,14988262,18668849,16994986,5944,Compliant,1.91,1.4,3.91,2.24,24.48,86.0,Low Risk,Eligible for growth investment or working capital loan
SME_517,Logistics,37867702,43876894,16272265,7404,Delayed,2.17,1.06,0.86,4.86,23.57,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_518,Logistics,38860857,32763575,6969129,954,Delayed,2.15,2.89,3.84,0.28,16.12,59.0,Medium Risk,Optimize working capital and control operational costs
SME_519,E-commerce,23887092,2461774,10825853,10625,Non-Compliant,0.47,2.9,3.96,1.65,10.09,41.0,Medium Risk,Optimize working capital and control operational costs
SME_520,Manufacturing,19656053,36744790,16515348,1629,Compliant,1.3,1.01,2.52,1.64,18.86,67.0,Medium Risk,Optimize working capital and control operational costs
SME_521,Retail,40178201,21037778,18567224,10973,Delayed,1.9,1.54,2.99,3.2,-9.76,42.0,Medium Risk,Optimize working capital and control operational costs
SME_522,E-commerce,2024102,7376610,18603741,6859,Compliant,0.99,2.92,1.78,0.62,13.7,63.0,Medium Risk,Optimize working capital and control operational costs
SME_523,Services,12079149,6610715,4513070,8841,Delayed,3.09,0.21,1.34,3.18,23.9,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_524,E-commerce,48378478,27888445,10570521,10539,Compliant,0.58,1.36,3.28,0.57,4.28,7.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_525,E-commerce,43107220,31735282,1478768,12682,Delayed,1.86,0.48,3.89,0.57,-5.67,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_526,Manufacturing,2535848,25703302,16641511,3278,Non-Compliant,2.51,1.63,2.98,3.67,6.84,93.0,Low Risk,Eligible for growth investment or working capital loan
SME_527,Services,22400146,20420303,9953821,18945,Non-Compliant,1.14,0.27,2.35,1.69,19.08,60.0,Medium Risk,Optimize working capital and control operational costs
SME_528,E-commerce,11328463,18086927,15008832,6539,Compliant,2.3,1.34,0.8,4.89,-5.71,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_529,Retail,25870439,37666016,402980,16754,Delayed,2.95,0.82,0.34,0.28,-1.76,50.0,Medium Risk,Optimize working capital and control operational costs
